title,company_name,location,pay,job_type,description
Sales Associate,ETON,"New York, NY",$20 - $25 por hora,Permanent,"Sales Associate Eton Woodbury Outlet

Job Description
We are looking for an enthusiastic and positive sales associate to join our Eton Shirts retail team in New York. We are seeking a part time position of 15-20 hours/week and a full time position of 40 hours/week. The successful candidate will be well presented and articulated, with the confidence to offer a luxury service and build relationships with clients.
About us
Eton is a global brand with an omnichannel presence, founded in Sweden in 1928. Its exclusive shirts and accessories reach customers on etonshirts.com, in own brand stores, and in the world’s major multi-brand platforms and department stores. Read more on etonshirts.com
Our company culture promotes an open environment by all of us being transparent, respectful, honest and trusting.
The ideal candidate
We always look for those who will best fit into our company culture and who shares our core values:
ONE ETON: we work together, we win together.
EMPOWERING: we show respect for others.
WORK SMART: we say yes to the right challenges, the right way.
QUALITY-DRIVEN: we exist to offer high-quality products and to do high-quality work in every touchpoint.
CUSTOMER-COMMITTED: the customer is always the most important person in the room. PROGRESSIVE: we are innovative and always have the future in mind.
In addition to sharing our core values you are:
A sales person, both in values and volumes of sales
Well-mannered, articulated and can communicate to customers on all levels
Smart and presentable with an ability to work as part of a team or individually to deliver and
maintain a high standard of service in every aspect
Energetic and enthusiastic
Fluent in English
Responsibilities
Greeting customers entering the store with identifiable enthusiasm and a desire to help everyone
Building up a client base and proactively contacting customers and maintaining relationships
Work and be an ambassador of our digital sales tools, Custom Made, On Demand and Endless Aisle
Maintaining store standards and re-merchandising the store based on current and in-store trends
Proactively working with KPI’s and budget
Willingness to undertake stockroom duties and inventory needs
Assisting the management team in maximizing stores sales and profitability
We are seeking a part time position of 15-20 hours/week and a full time position of 40 hours/week.
We review applications on an ongoing basis
Salary: $20-25/h + commission

To Apply
Are you the right candidate? Apply in the system. We review applications on an ongoing basis.
Type of employment: permanent position | Contract type: full time | Number of positions: 2 | Full-time equivalent: | City: New York | County: New York | Country: United States | Reference number: 2024/13 | Published: 2024-02-29 | Last application date: 2024-03-29"
TEMPORARY SALES ASSOCIATE PART TIME NEW YORK,SHOPDOEN,"New York, NY",$22 - $24 por hora,Part-time,"Temporary Sales Associate (Part-Time) New York
Company Overview
DÔEN is a Los Angeles-based line inspired by nostalgia for the California of decades past. Our mission is to create lasting, beautiful collections while supporting women- identifying individuals in all aspects of our organization, supply chain, and community. We strive to connect with our customers, build an open community, and foster relationships with inspiring individuals who wear our clothes throughout their lives. We work with domestic and overseas manufacturers who share our values and commitment of gender and social equality as well as giving back by partnering with foundations that directly benefit their employees and surrounding community.
At DÔEN you’ll be joining a company that is inclusive and celebrates multiple approaches and views as we believe diversity drives creativity and growth. We work hard to foster a culture of honesty, integrity and collaboration where growth is not only encouraged but expected.
We celebrate inclusivity, equity, representation, and belonging in the workplace and strongly encourage candidates who identify as people of color, people with disabilities, LGBTQ+, and/or gender non-conforming to apply.
Description of Duties
Title: Temporary Part Time Sales Associate
Classification: Nonexempt
Salary Range*: $22.00-$24.00/hr
Location: New York, NY
DÔEN is looking for a dynamic Temporary Part Time Sales Associate to join our growing team in New York. We are looking for someone who takes pride in their work and is committed to advancing equity and inclusion in their workplace. We are seeking a positive, highly motivated Part-Time Sales Associate to join our new store location on Bleecker Street, New York. You’ll be joining a company that’s inclusive and celebrates multiple approaches and views as we believe diversity drives creativity and growth. We work hard to foster a culture of honesty, integrity and collaboration where growth is not only encouraged but expected. A Dôen sales associate is essential to the team providing an exceptional service minded shop. Responsible for servicing clients and accurately recording all sales while assisting store leadership with daily shop responsibilities. The sales associate reports to the key holder or store manager as designated.

Responsibilities:
Greet customers in a timely, professional and engaging manner
Provide the highest level of personalized client experience to our loyal and growing customer base
Provide styling advice based on brand aesthetic and excellent firsthand product knowledge
Be able to drive business through reacting to customers’ needs and wants
Build and maintain client relationships
Meet and exceed sales and productivity goals as an individual and as part of the store team
Always acts in the best interest of the customer
Abide and enforce company COVID safety practices to maintain a safe environment for customers and team
Arrives on time and is floor ready with a professional presence in line with the Dôen brand
Maintains a visually enticing store that is neat, clean, and organized
Responds promptly to internal and external communication
Ability to multi-task in a fast-paced environment
Ability and understanding of receiving and processing merchandise/inventory management
Process sales and returns through the POS systems with accuracy and efficiency
Perform daily operations and closing procedures
Protect store assets and inventory
Participate in monthly and seasonal inventory counts
Be proactive and take initiative
Understand and follow employee handbook and company guidelines including but not limited to core values, dress code guidelines and customer service guidelines.

Qualifications:
Minimum 1 year experience in a fashion retail environment. Luxury retail preferred
Technological competency
Computer literacy
Energetic, confident and adaptable personality
Excellent communication and organizational skills
Detail-oriented
Passionate about working for an inclusive, values driven brand
Ability to foster an inclusive and respectful working environment
Ability to work a flexible schedule including holidays and weekends
Physical requirements: lift/carry/move 20lbs minimum including fixtures and product
It is important that candidates being considered be available as follows:
March-December 2024
Physical Requirements:
Must be able to perform essential duties satisfactorily with reasonable accommodation.
Ability to move through a store for most of a shift to help customers and accomplish assigned task.
Ability to sit and stand for extended periods of time.
Must be able to lift up to 30 pounds at times.
Efficiently and accurately process sales transactions using the POS register system.
Compensation will be determined based on experience and other factors permitted by law.
Please email your resume to careers@shopdoen.com for consideration.
Indicate title of position/role on the subject line
We are an Equal Opportunity Employer"
Part-Time Retail Sales Associate,KOHLS,"1035 Lincoln St, Rhinelander, WI 54501",Desde $14 por hora,Part-time,"At Kohl’s our strategy is to become the most trusted retailer of choice for the active and casual lifestyle. Be part of a team culture that values diversity and inclusion, works hard to help each other succeed, and celebrates each other's wins to deliver a best-in-class experience for our customers. About the Role In this role, you will support a sales driving culture while focusing on creating a consistent customer experience. You will engage and connect with our customers by providing excellent customer service through our hospitality mentality approach. You will offer information to the customer on current merchandise assortment, store promotions and events, and execute operational processes effectively and efficiently. Your goal is to connect with the customers to solve their shopping needs making everyone feel respected, appreciated and rewarded.
Key Accountabilities
Support Sales, Hospitality, Operations, People and Conversion through our Shop C3 Program.
Drive sales
Drive sales by providing an inspiring environment that motivates customers to add to their basket
Deliver a consistent sales floor experience
Build customer connections with a greeting and execute an authentic hospitality experience
Support sales floor, fitting room, point of sale, and operational processes, as required
Ensure all customers feel respected, appreciated and rewarded.
Build trust to solve the customer shopping needs
Leverage omni channel offerings to deliver a frictionless customer experience
Accurately deliver on our operational processes, BOPUS, BOSS, MLS, SFS
Build rapport and make a genuine connection with the customer
Acknowledge and assist customers through our company programs
Complete transactions accurately and efficiently while engaging customers
Be a savings consultant to help customers save with a Kohl’s Card
Converts, opens and activates Kohl’s Card applications
Courteous and responsive to requests and questions
Essential Functions
The requirements listed below are representative of functions an associate will be required to perform and the associate may be required to perform additional functions. The company may revise this job description from time to time. To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions, absent undue hardship.
Ability to perform the Key Accountabilities
Ability to maintain prompt and regular attendance as set by the company.
Ability to comply with dress code requirements.
Ability to learn and comply with all company policies, procedures, standards and guidelines.
Ability to receive, understand and proactively respond to direction from supervisors/managers and other company personnel.
Ability to work as part of a team and interact effectively with others.
Ability to work in a fast paced environment and accomplish multiple tasks within established timeframes.
Ability to satisfactorily complete company training programs.
Basic math and reading skills, legible handwriting, and basic computer operation.
Ability to operate and communicate on multiple frequency devices, handheld scanners, and other technology equipment as directed.
Availability to work days, nights, and weekends.
Perform work in accordance with the Physical Requirements section.
Physical Requirements
Must be able to lift up to 50 lbs. frequently and occasionally over 50 lbs. with a two person lift.
Ability to climb, squat, stoop, kneel, crouch, bend, twist, reach, lift, grasp, push and pull on a frequent basis.
Ability to stand and/walk for the duration of a scheduled shift (at least 8 hours).
Ability to visually verify information and locate and inspect merchandise.
Ability to wear a face mask or covering and other personal protective equipment.
Ability to withstand exposure to varying temperatures, humidity, and other elements while performing certain job duties including but not limited to curbside, truck unload, etc
Preferred Qualifications
No education or experience required
Must be at least 16 years of age or older
Written and verbal communication skills with the ability to influence in a clear and concise manner.
Naturally curious; desire to learn
Commitment to valuing diversity and contributing to an inclusive work environment

Pay Starts At: $14.00"
Seasonal PT Sales Support Associate,Ralph Lauren,"New York, NY",$16.00 - $21.43 por hora,Part-time,"Ref #:
W141693
Department:
Retail
City:
New York
State/Province:
New York
Country:
United States
Shift:
Pay Range: The pay range for this job is $16 - $21.43 per hour; actual pay is dependent on experience and geographic location.
Benefits: Base pay is only one part of our employee value proposition, which includes a robust benefits package, above-market time off, flexible working arrangements, incentive compensation, where applicable, and varied learning opportunities.
Pay Range Max
21.43
Pay Range Min
16
Company Description
Ralph Lauren Corporation (NYSE:RL) is a global leader in the design, marketing and distribution of premium lifestyle products in five categories: apparel, accessories, home, fragrances, and hospitality. For more than 50 years, Ralph Lauren's reputation and distinctive image have been consistently developed across an expanding number of products, brands and international markets. The Company's brand names, which include Ralph Lauren, Ralph Lauren Collection, Ralph Lauren Purple Label, Polo Ralph Lauren, Double RL, Lauren Ralph Lauren, Polo Ralph Lauren Children, Chaps, among others, constitute one of the world's most widely recognized families of consumer brands.

At Ralph Lauren, we unite and inspire the communities within our company as well as those in which we serve by amplifying voices and perspectives to create a culture of belonging, ensuring inclusion, and fairness for all. We foster a culture of inclusion through: Talent, Education & Communication, Employee Groups and Celebration.
Position Overview
Ensure a consistent memorable customer shopping experience by providing the highest level of service to guests and support the sales team as well as other back of house partners
Essential Duties & Responsibilities
Assist in all guest service areas as called upon – Call Center, Guest Kitchen, Sales Floor, Concierge & Administration.
Responsible for creating an “ultimate experience” for every guest by providing exceptional customer service and supporting
front and certain back of house functions.
Greet every client and assist them in their individual shopping needs, i.e. offering a beverage, guiding to the appropriate
department or sales professional, etc.
Maintain a welcoming environment that generates customer traffic and builds loyalty by exceeding customer expectations.
Locate products for customers, complete transfers and charge sends from other stores as needed. Partner with Operations
Associates when necessary to follow up on costumer sends/deliveries, transfers and new product receipt.
Prepare store for opening and closing, including: filling in merchandise and returning merchandise to the stock room; stocking
cash wraps with gift boxes, bags, etc., and maintaining clean, presentable front and back of house areas. Fold and straighten
merchandise.
Assist in processing sales transactions. Must be knowledgeable of return, markdown/discount, tax, security and packaging
policies; and capture customer information.
Prepare food and/or beverages to client specifications and provide support in the Guest Kitchen.
Provide assistance on the floor at any given time to support other departments based on store needs.
Ensure a clean, organized sales floor and fitting rooms.
Direct all phone calls and questions to appropriate areas of store.
Demonstrate a true passion and respect for the product.
Exhibit pride through positive demeanor, body language and personal presentation.
Demonstrate professional etiquette through integrity, honesty and respect for others
Experience, Skills & Knowledge
Minimum of 1-2 years of related Customer Experience, preferably within the luxury retail environment
Detail oriented, customer service oriented and highly organized
Strong time management skills and ability to multi-task
Demonstrated passion and affinity for the Ralph Lauren brand and desire to grow in one’s career with the company
Collaborative team player willing to partner with and support all departments
Strong communication and interpersonal skills
Ralph Lauren will consider for employment qualified applicants with arrest or conviction records in a manner consistent with the requirements of the law, including any applicable fair chance laws."
Sales Development Representative (SDR),Human Interest,"Lindon, UT",$20.00 - $21.63 por hora,not specified,"Human Interest is on a mission to ensure that people in all lines of work have access to retirement benefits.
Nearly half of all working Americans are not saving enough for their future. Too often it's because they are employed by a company that doesn't offer a retirement plan. Human Interest is changing that by making it affordable and accessible for small and medium-sized businesses to offer employees a path to financial independence through retirement savings.
We're a high-growth tech company changing the retirement industry. We've raised $500M and are backed by leading investors. Most recently, by funding from BlackRock as well as many other top investors: TPG (The Rise Fund) with SoftBank led our Series D, Glynn Capital, NewView Capital, USVP, Wing, Uncork, and others.
About the role
As a Sales Development Representative (SDR), you will be the first point of contact for potential customers, playing a crucial role in generating new business opportunities. You'll leverage your exceptional communication skills and industry knowledge to engage with small businesses, understand their challenges, and effectively communicate how the benefits of 401(k) for small businesses. This role offers an exciting opportunity to contribute to our mission to solve the retirement crisis that the US currently faces and help drive the overall growth of our company.
What you get to do every day
Prospect Identification - Identify and research potential small business customers through various channels, including cold calling, email outreach, social media, and networking events.
Qualification - Engage with prospects to understand their business needs, challenges, and goals. Qualify leads based on predetermined criteria to ensure alignment with our target market.
Educate - Articulate the value proposition of our modern 401(k) solution to potential customers, highlighting how it can help business owners achieve their business objectives as well as help their employees save for retirement.
Pipeline Management - Manage and prioritize a high volume of leads effectively using CRM software. Track lead interactions, update lead status, and ensure timely follow-up to move prospects through the sales funnel.
Collaboration - Work closely with the sales team to hand off qualified leads and provide them with comprehensive information to facilitate the sales process. Share 'tribal knowledge' with peers and collaborate cross-functionally with marketing, growth, and revenue teams to optimize lead generation strategies.
Continuous Learning - Stay updated on industry trends, competitor offerings, and market dynamics affecting small businesses. Continuously refine sales techniques and product knowledge to enhance effectiveness in engaging with prospects.
What you bring to the role
Need to have:
Proven experience in sales, business development, or customer-facing roles, preferably in a B2B environment.
Excellent communication skills, both verbal and written, with the ability to articulate complex concepts clearly and persuasively.
Strong interpersonal skills and ability to build rapport quickly with diverse audiences, including business owners and other key roles in the decision-making process
A growth mindset and a desire to your career in sales
Self-motivated with a results-driven mindset and the ability to thrive in a fast-paced, target-driven environment.
Passion for small businesses and a genuine desire to help them succeed.
Experience using Salesforce.com, Outreach, and/or other Client Relationship Management (CRM)
Prior Financial Services, Fintech, and/or SaaS experience
Nice to have:
1+ year of experience in a corporate environment
Previous 401K, Payroll or HCM experience
Where you'll work:
Our new office in Lindon, Utah
Hybrid role: working from office 3 days per week

Why you will love working at Human Interest
Mission - Highly collaborative startup dedicated to supporting employee engagement and growth. It's an opportunity to help solve one of the biggest unsolved problems in America: saving for retirement.
Culture - Our operating principles define how we come together as a team to do our work. They reflect Human Interest's unique view on what's important and what's right. Documenting this core aspect of our culture helps employees make good decisions on their own. It also helps candidates considering career opportunities critically evaluate whether they will thrive at Human Interest.
Customer obsession
Long-term orientation
Autonomous and accountable teams
An escalating bar for talent and performance
Fundamental optimism
Read more
Compensation - At Human Interest, there are a number of factors that are used to determine the appropriate pay range for each position. We take into account the cost of labor for each position in various markets across the US. The base salary for this position spans $20.00 - $21.63 per hour. The salary that we offer to a new employee within this range is based on their relevant job-related skills, and experience. At Human Interest, base salary is one component of the overall Total Rewards package. This position will also offer a variable target of $30,000. All of our employees are offered a robust suite of physical, financial, and mental wellness benefits.
Benefits -
A great 401(k) plan: Our own! Our 401(k) includes a dollar-for-dollar employer match up to 4% of compensation (immediately vested) and $0 plan fees
Top-of-the-line health plans, as well as dental and vision insurance
Generous PTO and parental leave policies
Lyra - Enhanced Mental Health Support for Employees and dependents
Carrot - Fertility healthcare and family forming benefits
Candidly - Student loan resource to help you and your family plan, borrow, and repay student debt
Monthly work-from-home stipend; quarterly lifestyle stipend
Employee Resource Groups including Veterans, Lift Ev'ry Voice, Pride, LatinX, Families, and Women in Tech
Fun online and regional events and celebrations and department and company offsites
The vast majority of our positions can be 100% remote
We're a great place to work (but don't take our word for it)
Here's a list of our awards and accolades:

Best Places to Work by Built In (2023-2024)
Certified as a Great Place To Work® (2023)
A Top Company by Y Combinator (2020-2023)
America's Best Startup Employers by Forbes (2020-2022)
Inc. Fastest Growing Companies (2021)

Human Interest is an equal opportunity employer. All applicants will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, veteran or military status, pregnancy, or any other characteristics protected under federal, state, or local laws.
Human Interest employees must adhere to the Company's security policies and Code of Ethics.
Please note Human Interest does not accept unsolicited resumes from any source other than directly from candidates. We will not consider resumes from vendors including and without limitation search firms, staffing agencies, fee-based referral services, and recruiting agencies.
Pursuant to the San Francisco Fair Chance Ordinance, we will consider employment-qualified applicants with arrest and conviction records. We comply with CCPA guidelines. See more: https://humaninterest.com/disclosures"
Sales Assistant,Fox Corporation,"New York, NY",$16.00 - $20.19 por hora,Full-time,"OVERVIEW OF THE COMPANY
Fox TV Stations
FOX Television Stations owns and operates 29 full power broadcast television stations in the U.S. These include stations located in 14 of the top 15 largest designated market areas, or DMAs, and duopolies in 11 DMAs, including the three largest DMAs (New York, Los Angeles and Chicago). Of these stations, 18 are affiliated with the FOX Network. In addition to distributing sports, entertainment and syndicated content, our television stations collectively produce approximately 1,200 hours of local news every week. These stations leverage viewer, distributor and advertiser demand for the FOX Network’s national content.
JOB DESCRIPTION
Assist 2-3 Account Executives in the FLX sales department (OTT/Digital ad sales). General administrative work, manage pipelines, CRM. Order processing. Assist AEs on prospecting, research gathering, sales planning, invoicing. Act as liaison between AE's, agency buyers and clients.

Excellent communication skills. Microsoft Office applications. Organization and prioritization skills. Knowledge of local TV marketplace. Willingness to learn and grow. Customer (internal and external) focus. Ability to work under pressure, multitask in a fast-paced environment. Must be a team player. Knowledge of Wide Orbit software helpful.
College degree and digital experience preferred but not required.
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, gender identity, disability, protected veteran status, or any other characteristic protected by law. We will consider for employment qualified applicants with criminal histories consistent with applicable law.
At FOX, we foster a culture and environment where everyone feels welcome and can thrive. We are deeply committed to diversity, equity, and inclusion, including attracting, retaining, and promoting diverse talent across our company. We live in a diverse world, with different ideas and different perspectives that come together to spark new ideas and make great things happen. That means reflecting the diversity of the world around us is critical to our company’s success. We ensure that our viewers, communities and employees feel heard, represented, and celebrated both on screen and off.

Pursuant to state and local pay disclosure requirements, the pay range for this role, with final offer amount dependent on education, skills, experience, and location is: $16.00-20.19 per hour for New York City and Westchester County, NY. This role is also eligible for various benefits, including medical/dental/vision, insurance, a 401(k) plan, paid time off, and other benefits in accordance with applicable plan documents. Benefits for Union represented employees will be in accordance with the applicable collective bargaining agreement.
View more detail about FOX Benefits."
Sales Representative (B2B Sales),"theITSupportCenter, LLC",Remote,"$50,000 - $70,000 por año",Full-time,"This is a remote position where you can work from home within the following states: AR, FL, GA, ID, IN, KY, LA, MI, MT, NV, NH, NC, OH, OK, PA, SC, SD, TN, TX, WV
Job Responsibilities:
Researching prospective client companies to drive business development
Presenting the services and benefits of being a client of theITSupportCenter
Interfacing with senior executives and decision-makers
Managing ongoing client relationships
Negotiating service agreements for our premium, differentiated platform
Why Apply?
Salary, bonus and uncapped potential sales commissions
Commitment to developing skills and talent
World-class training
Senior management involvement and support
Vast responsibility
Unrivaled learning opportunities
Significant earnings potential
Requirements:
We encourage candidates with diverse backgrounds and experiences to apply
Successful Client Account Representatives at theITSupportCenter typically possess the following skills/qualities:
Highly organized, detail oriented
Hungry and motivated to pursue leads - strong self-discipline
Demonstrated track record of being a self-starter and taking initiative
Interpersonal and communication skills
Determination and resilience through long and challenging sales cycles
Team-oriented - our success comes from working as a team and collaborating to win clients
Apply now for the chance to sell high-value enterprise services in a lucrative and exciting role from the comfort and convenience of your own home. As a Sales Representative for theITSupportCenter, you will be given training, senior management exposure, and vast responsibility interfacing directly with IT leaders of prominent companies across industries and geographies. We are growing rapidly and require additional representatives to continue to market and scale our proven and innovative IT support platform.
Who we are:
theITSupportCenter is an industry-leading provider of expert technical support for Fortune 1000 companies. Organizations around the world trust theITSupportCenter to provide high-touch, white-glove support for their employees' corporate IT, business software and mobile devices issues. We are committed to delivering superior IT support and giving our team members the tools and training they need to deliver that support to our clients. As a result, our clients report extremely high satisfaction with our platform, allowing us to achieve an unparalleled client retention rate.
Compensation to exceed $55,000. This figure consists of 1) starting salary, 2) commissions on sales and 3) bonus opportunities. Benefits include health insurance, section 125 POP, paid vacation and paid training.
Job Type: Full-time
Pay: $50,000.00 - $70,000.00 per year
Benefits:
Health insurance
Vision insurance
Schedule:
Monday to Friday
Supplemental pay types:
Bonus opportunities
Commission pay
Work Location: Remote"
Retail Sales Associate,Marshalls,"175 Passaic Ave, Kearny, NJ 07032",$15.13 - $15.63 por hora,not specified,
Inside Sales Representative (ISR),Human Interest,"Lindon, UT",$25.14 - $26.44 por hora,not specified,"Human Interest is on a mission to ensure that people in all lines of work have access to retirement benefits.
Nearly half of all working Americans are not saving enough for their future. Too often it's because they are employed by a company that doesn't offer a retirement plan. Human Interest is changing that by making it affordable and accessible for small and medium-sized businesses to offer employees a path to financial independence through retirement savings.
We're a high-growth tech company changing the retirement industry. We've raised $500M and are backed by leading investors. Most recently, by funding from BlackRock as well as many other top investors: TPG (The Rise Fund) with SoftBank led our Series D, Glynn Capital, NewView Capital, USVP, Wing, Uncork, and others.
About the role
As an Inside Sales Representative (ISR), you are responsible for creating a sales pipeline of small businesses and introducing a new retirement plan for their employees. You are the first team member helping prospects understand the value of our 401k offering. With a strong ""promote from within"" culture, Human Interest is a great place to start your career in sales. Future opportunities for top-performing ISRs may include Partner Account Manager, Business Development, and Account Executive (AE) roles.
What you get to do every day
Utilize your active listening skills to understand and uncover customer needs and business problems to communicate Human Interest's offering effectively.
Work full cycle deals from inception to close.
Have a sense of urgency and acting quickly on new leads
Build and manage a high-volume sales pipeline.
Identify a substantial volume of our target companies and associated personas - engage, educate, and close new business.
Consistently exceed your quota.
Work closely with Management to develop strategies to target prospects, secure meetings, and close new business.
Adapt and learn to ensure your rate of connecting with prospects and closing new business consistently increases.
Effectively uses Salesforce.com and other sales tools to manage accounts through every step of the sales cycle.
Listen and learn from every other role and department - you will have visibility into the inner workings of everything.
What you bring to the role
Need to have:
Documented success in consistently meeting or exceeding targets
Desire to grow and advance your career in sales
Experience using Salesforce.com or other Client Relationship Management (CRM)
Prior sales and/or SaaS experience
Excellent in-person, phone, and written communication skills
You're creative, resourceful, thoughtful, and passionate
Highly motivated, curious, humble, and willing to take intelligent risks
Self-starter who thrives in a fast-paced, high-growth startup environment
Ability to manage time effectively and work independently
Ability to interact and communicate with individuals at all levels of the organization
Strong analytical skills
Nice to have:
2+ year of experience of closing experience
Previous 401K, Payroll or HCM experience

Where you will work
Our new office in Lindon, Utah (click to learn more!)
Hybrid, in office 3 days per week
Application deadline
We accept Inside Sales Representative applications on an ongoing basis.

Why you will love working at Human Interest
Mission - Highly collaborative startup dedicated to supporting employee engagement and growth. It's an opportunity to help solve one of the biggest unsolved problems in America: saving for retirement.
Culture - Our operating principles define how we come together as a team to do our work. They reflect Human Interest's unique view on what's important and what's right. Documenting this core aspect of our culture helps employees make good decisions on their own. It also helps candidates considering career opportunities critically evaluate whether they will thrive at Human Interest.
Customer obsession
Long-term orientation
Autonomous and accountable teams
An escalating bar for talent and performance
Fundamental optimism
Read more
Compensation - At Human Interest, there are a number of factors that are used to determine the appropriate pay range for each position. We take into account the cost of labor for each position in various markets across the US. The base salary for this position spans $25.14 - $26.44 per hour. The salary that we offer to a new employee within this range is based on their relevant job-related skills, and experience. At Human Interest, base salary is one component of the overall Total Rewards package. This position will also offer a variable target of $40,000. All of our employees are offered a robust suite of physical, financial, and mental wellness benefits.
Benefits -
A great 401(k) plan: Our own! Our 401(k) includes a dollar-for-dollar employer match up to 4% of compensation (immediately vested) and $0 plan fees
Top-of-the-line health plans, as well as dental and vision insurance
Generous PTO and parental leave policies
Lyra - Enhanced Mental Health Support for Employees and dependents
Carrot - Fertility healthcare and family forming benefits
Candidly - Student loan resource to help you and your family plan, borrow, and repay student debt
Monthly work-from-home stipend; quarterly lifestyle stipend
Employee Resource Groups including Veterans, Lift Ev'ry Voice, Pride, LatinX, Families, and Women in Tech
Fun online and regional events and celebrations and department and company offsites
The vast majority of our positions can be 100% remote
We're a great place to work (but don't take our word for it)
Here's a list of our awards and accolades:
Best Places to Work by Built In (2023-2024)
Certified as a Great Place To Work® (2023)
A Top Company by Y Combinator (2020-2023)
America's Best Startup Employers by Forbes (2020-2022)
Inc. Fastest Growing Companies (2021)

Human Interest is an equal opportunity employer. All applicants will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, veteran or military status, pregnancy, or any other characteristics protected under federal, state, or local laws.
Human Interest employees must adhere to the Company's security policies and Code of Ethics.
Please note Human Interest does not accept unsolicited resumes from any source other than directly from candidates. We will not consider resumes from vendors including and without limitation search firms, staffing agencies, fee-based referral services, and recruiting agencies.
Pursuant to the San Francisco Fair Chance Ordinance, we will consider employment-qualified applicants with arrest and conviction records. We comply with CCPA guidelines. See more: https://humaninterest.com/disclosures"
"Sales Stylist, Levi's, SOHO",Levi Strauss & Co.,"New York, NY",$15 por hora,Part-time,"JOB DESCRIPTION
We believe that clothes — and how you make them — can make a difference.
Since 1853, we’ve been obsessed with innovation to meet people’s needs. We invented the first blue jean. And we reinvented khaki pants. We pioneered labor and environmental guidelines for our manufacturing partners. And we work to build sustainability into everything we do.
A company doesn’t last 160 years by standing still. It endures by reinventing itself, striving to delight its consumers, winning in the marketplace, and by remaining true to its values.
We are looking for a Store Manager who will bring innovation, creativity and leadership to our team. It is important to us this person has the energy and desire to help bring our fashion to the future while maintaining the integrity of our brand’s past.
The purpose of this position is to direct and lead superior retail strategies and execute store operation functions to deliver financial growth and sustained brand equity.
Sales Stylist are responsible for implementing a variety of functions and procedures relating to customer service, sales, merchandising, and store operations.
Key Responsibilities:
Show a thorough understanding of Levi Strauss & Company’s history and heritage
Demonstrate excellent product knowledge
Provide exceptional customer service to every Levi’s® Store customer using The 3C’s of Success:Connect, Consult & Close
Meet or exceed established store and individual sales and performance goals daily
Comply with Levi’s® Stores cash handling guidelines
Comply with store security, safety, and loss prevention programs
Assist stock associates with replenishment and security tagging of merchandise on the selling floor as needed
Assist in pricing of merchandise as needed
Assist in maintaining store appearance in accordance with Levi’s®Stores visual presentation standards and general housekeeping procedures
Rapid and accurate sales floor refill and replenishment through RFID-enabled inventory processes
Basic technology skills – familiarity with iOS, basic device troubleshooting, read and understand technical training manuals
Basic Qualifications:
Ability to work a flexible schedule to meet the needs of the business, including evening and weekend shifts
Ability to lift up to 40 pounds, as well as constant standing, walking, squatting, and bending
Minimum 1 year of customer service experience preferred
High school diploma or GED preferred
Exhibits the following characteristics:
Structured
Organized
Methodical
Consistent
Adaptable
The expected starting hourly rate for this role in New York City is $15/hr. We may ultimately pay more than the posted rate based on the location of the role.
Levi Strauss & Co. (LS&Co.) offers a total rewards package that includes competitive pay, incentive plans, and a wide array of benefits designed to help you and your family stay healthy, meet your financial goals, and balance the demands of your work and personal life. Available benefits vary depending upon the specifics of the role; details relating to a specific role will be made available upon request.
Note: No amount of pay is considered to be wages or compensation until such amount is earned, vested, and determinable. The amount and availability of any bonus, benefits or other form of compensation and benefits that are allocable to a particular employee remains in the Company’s sole discretion unless and until paid and may be modified at the Company’s sole discretion, consistent with the law.
EOE M/F/Disability/Vets
LOCATION
New York, NY, USA
FULL TIME/PART TIME
Part time
Current LS&Co Employees, apply via your Workday account."
