title,company_name,location,pay,job_type,description
Publicity Assistant,Warner Bros Careers,"Burbank, CA","$37,521 - $69,682 por año",Full-time,"Every great story has a new beginning, and yours starts here.
Welcome to Warner Bros. Discovery… the stuff dreams are made of.
Who We Are…
When we say, “the stuff dreams are made of,” we’re not just referring to the world of wizards, dragons and superheroes, or even to the wonders of Planet Earth. Behind WBD’s vast portfolio of iconic content and beloved brands, are the storytellers bringing our characters to life, the creators bringing them to your living rooms and the dreamers creating what’s next…
From brilliant creatives, to technology trailblazers, across the globe, WBD offers career defining opportunities, thoughtfully curated benefits, and the tools to explore and grow into your best selves. Here you are supported, here you are celebrated, here you can thrive.
Your New Role..
Warner Bros. Television Group is seeking an Assistant, Publicity to provide administrative and creative support to the VP, WWTV Publicity and other Publicity Directors working on television series produced by the divisions of the Studio. This is a full-time position.
Your Role Responsibilities...
Administrative:
Handles a wide range of administrative and executive support related tasks (coordinates and schedules high volume of meetings, books talent travel, submits expense reports, processes invoices, directs phone lines).
Media Monitoring and Distribution:
Works with publicists to monitor daily media by conducting news searches of assigned series to find all coverage, including major features, breaking news, casting news, highlights, roundup stories, reviews, recaps, etc.
As needed, helps other departmental assistants with reading of daily, weekly, and monthly publications for news clipping, and assists with distribution of internal entertainment and/or industry news summaries.
Publicity Events:
Supports publicists with coordinating certain logistical and planning aspects of publicity events.
Video Clips:
Fulfills clip requests from media outlets in a timely manner as directed by publicists.
Completes and tracks publicity clearance and/or licensing agreements for the various clips and outlets. Works closely with supervisor(s) in conjunction with legal on special licensing requests.
Maintains and updates various department and team calendars and documents with ongoing activities.
Participates in team meetings and brainstorms.
Other job-related duties or projects as assigned
Qualifications & Experience...
Work Experience
Minimum of 1–2 years of administrative support experience at a studio, network or agency (public relations, talent/literary, etc.) required
Prior internships in the entertainment or public relations/communications field preferred
Education, Professional Training, Technical Training or Certification
College degree in Communications or a similar field preferred
Knowledge/Skills
Proficiency in Windows, Outlook, Word, Excel and PowerPoint.
Excellent verbal and written communication skills.
Must be able to work in a fast-paced environment.
Exceptional interpersonal, organizational, prioritization and administrative skills.
Must be extremely detail-oriented and able to multi-task.
Requires self-motivation, proactivity, initiative, good judgment, problem-solving, resourcefulness, follow through, a sense of urgency and flexibility.
Highly responsible, discreet and sensitive to quick turnaround deadlines.
Trustworthy with confidentiality.
A go-getter and a team player with a positive attitude for whom no job is too big or small.
Other Requirements
Must have passion for and general understanding of entertainment industry.
Must possess excellent listening and interpersonal skills.
Must be able to interface with all levels of personnel, including senior management, talent, and producers.
Must have ability to create and maintain databases and other resources.
Must be a team player.
Must be able to work in an extremely fast-paced environment, maintaining cheerful disposition in face of adversity.
Must have excellent follow-through skills.
Must be open to constructive feedback and have a thick skin.
Must be able to manage heavy workload and successfully see projects/tasks through to completion.
Must be able to resolve conflicts within the scope of responsibility.
Must be able to work overtime, as required.
How We Get Things Done…
This last bit is probably the most important! Here at WBD, our guiding principles are the core values by which we operate and are central to how we get things done. You can find them at www.wbd.com/guiding-principles/ along with some insights from the team on what they mean and how they show up in their day to day. We hope they resonate with you and look forward to discussing them during your interview.
The Legal Bits…
In compliance with local law, we are disclosing the compensation, or a range thereof, for roles in locations where legally required. Actual salaries will vary based on several factors, including but not limited to external market data, internal equity, location, skill set, experience, and/or performance. Base pay is just one component of Warner Bros. Discovery’s total compensation package for employees. Pay Range: $37,521.00 - $69,682.00 salary per year. Other rewards may include annual bonuses, short- and long-term incentives, and program-specific awards. In addition, Warner Bros. Discovery provides a variety of benefits to employees, including health insurance coverage, an employee wellness program, life and disability insurance, a retirement savings plan, paid holidays and sick time and vacation.
Warner Bros. Discovery embraces the opportunity to build a workforce that reflects the diversity of our society and the world around us. Being an equal opportunity employer means that we take seriously our responsibility to consider qualified candidates on the basis of merit, without regard to race, color, religion, national origin, gender, sexual orientation, gender identity or expression, age, mental or physical disability, and genetic information, marital status, citizenship status, military status, protected veteran status or any other category protected by law.
If you’re a qualified candidate and you require adjustments or accommodations to search for a job opening or apply for a position, please contact us at recruitadmin@wbd.com."
Paid Strategist,KlientBoost,Remote,"$70,000 - $90,000 por año",Full-time,"Paid Strategist
Description
KlientBoost is voted #1 place to work by Glassdoor!!
Our Vision
‘To Continuously Improve the Growth of All Organizations and Humans In The World”
Our P.A.R.T.Y. Values
Combining our values creates the Mighty Morphin Power Rangers strength that KlientBoost is known for. We break the mold of any traditional corporation as we’re able to celebrate, have unfair amounts of fun, and truly be recognized to be the best in the world when it comes to marketing.
(P)ush - We push ourselves by continuously raising the bar.
(A)ccountability - We never point fingers, we look for solutions.
(R)esilience - We know that everything won’t be easy, so we’re prepared to take on the challenges.
(T)ransparency - We’re the most honest people you’ve ever worked with and we want the same from you.
(Y)ou - We put our people first and continuously improve to make your life better.
Our Culture ✨
‘Radiates Energy & Makes People The Best Version of Themselves’
It’s one of the main reasons why people choose to work with us. We put our team first, helping them grow personally and professionally, while making sure they are always set up for success. We're thankful our team chooses to spend the majority of their week making our company successful and in return we strive to make sure they know how appreciated they are while giving them the flexibility and autonomy they need.
Here's what we are looking for:
You have great soft skills - fun, likable, and detail-oriented.
You have at least 2 years of actual PPC/Campaign Building experience and can get results (aka, make that money) for your clients. Agency experience is a plus!
You've managed more than 5 clients at one time with budgets over 5K.
You can lead strategy and execution for multiple clients, including strategic accounts.
You have knowledge and experience across paid search and social platforms including but not limited to Google, Facebook, Microsoft and LinkedIn.
You feel confident communicating results and strategy to your team.
You're a team player who will be working with account managers and other Strategists to troubleshoot marketing tactics and strategies.
You're amazed and fascinated with marketing - you nerd out. Always trying to improve your knowledge and experience. You dive deep into industry blogs and you know that nothing beats taking action from what you learn.
Here's what you'll be doing:
You’ll be managing medium to large paid search/social campaigns across various industries
You'll be working alongside an Account Manager executing strategy for your clients. This will be done via actual paid ads work in a variety of platforms (Google Ads, Facebook Ads, Microsoft, Pinterest, YouTube, etc.)
You’ll analyze performance data and provide analysis, interpretation and appropriate action plans based on what you find.
You’ll manage all client budgets and advise on budget changes based on your expertise and campaign performance metrics.
You’ll help determine benchmarking and implement optimizations to hit client goals.
You’ll be working with CRO Strategists to produce quick and quality results for our clients while managing expectations for the client.
You’ll work with the Account Manager to provide high quality and insightful reports for all clients on a regular basis.
Here's what your first 3 months will look like:
The first week will be KB onboarding; getting to know our team and culture, learning about all of the platforms we use and introducing you to team members.
The next few weeks you’ll be going through our Academy and learning our best practices (CRO, Google Ads, Facebook and much more) while also starting to shadow different team members.
Month two and three you will continue to go through our Academy while slowly bringing on clients of your own.
Don't forget about the PERKS!
Competitive compensation plans to increase your salary + bonus opportunities
Salary Range: $45K - $70K dependent on experience
401K (5% match) *
Medical Benefits ❤️ (100% covered Health, Vision & Dental)
Life Insurance
Unlimited PTO ✈️
Hellospring.io Financial Planning *
WFH - Hybrid Options *
Gym Memberships ️‍* ️
Food Catered Lunches *
WeWork Office Perks - Coffee/Cold Brew/Kombucha on Tap
Milestone Celebrations - Hello Hawaii
Quarterly Team Bonding
$1K a year on education *
Health & Fitness Challenges - We Are Spartans
Tons of room for growth
_
Still Interested?_ Awesome!
Here's what we promise you:
We have a lot of fun.
We want to build something we're proud of and making good money is a great side effect.
We value friendship and relationships and want to pursue future business ideas together.
We're a team that trusts each other and loves working together.
We're looking for an amazing person to be part of our squad so that we can join the local basketball league with 5 players, and dunk on people (we didn't do so well last season).
Sorta kidding about that last part, but we are looking for someone amazing (but seriously, if you can dunk, don't hesitate to mention that).
So if you've made it this far, then you should definitely apply right now.
Salary
$70,000 - $90,000 per year
Job Type: Full-time
Pay: $70,000.00 - $90,000.00 per year"
"Specialist, Consumer Market Insights",Wella Company,"Calabasas, CA 91302","$75,000 - $85,000 por año",not specified,"Function: Marketing
Location: Calabasas, CA, US
Work Arrangement: Hybrid
Position Title: Specialist, Consumer Market Insights
Location: Calabasas, CA
Scope / Brands: Global OPI Marketing

ABOUT THE WELLA COMPANY
Together, WE enable individuals to look, feel, and be their true selves.
Wella Company is one of the world’s leading beauty companies, comprised of a family of iconic brands such as Wella Professionals, Clairol, OPI, Nioxin and ghd. With 6,000 employees globally, presence in over 100 countries, Wella Company and its brands enable consumers to look, feel, and be their true selves. As innovators in the hair and nail industry, Wella Company empowers its people to delight consumers, inspire beauty professionals, engage communities, and deliver sustainable growth to its stakeholders.
For additional information about the Wella Company please visit www.wellacompany.com.

THE ROLE
The Global CMI Specialist – Global OPI is responsible for providing consumer insights to the global and local teams based on consumer research and analysis of market trends. This person will bring the voice of the consumer to business building initiatives involving cross function teams from Marketing, Trade Marketing, Digital, Creative, PR/Influencer Marketing, and R&D.

KEY RESPONSIBILITIES
Planning and executing, together with agency partners, multi-country primary consumer research to build foundational knowledge and support marketing initiatives.
Analyzing and reporting of market tracking data from various sources, covering different distribution channels including Nielsen, NPD, and Euromonitor.
Updating a reporting tool to track OPI consumer/market KPIs.
Responsible for continuous tracking of relevant consumer trends to help OPI be faster to innovate in areas like new products, packaging, communication.
Providing consumer and market insights to inform decisions regarding brand and consumer strategy, innovations, investment priorities, channel strategy and communication. Support on projects involving local country and global cross-functional teams such as Innovation, Digital, R&D, and Trade Marketing.
Assist in the development and tracking of the annual global OPI Global CMI budget, during the current fiscal year and the planning cycle for the next year.

QUALIFICATIONS
Essential:
1-2 years of professional work experience in Market Research or Consumer Insights
Bachelor’s degree or equivalent with major/ focus in Marketing, Marketing Research, or Business Admin
Strong in Excel and with the potential to easily learn analysis of complex survey data files
Strong analytical skills, ability to extrapolate meaning and conclusions from a large amount of quantitative and qualitative data
Passion and high level of curiosity about the beauty industry, trends, and consumer behavior
Excellent communication and written skills, including PPT presentation skills
Good people skills, good team player
Experience with market tracking solutions, such Nielsen, IRI, or NPD
Detail oriented and has knowledge of/or interested in learning about research design, protocols, and questionnaire development.
Detail oriented, has proficiency or interest in learning a DIY survey platform, such as Toluna
We disclose the compensation range for positions in compliance with local law. Actual salaries will vary and may be above or below the range based on various factors including but not limited to location, experience, and performance. The range listed is just one component of Wella Company's total rewards package for employees. Pay Range: $75,000-$85,000 salary per year. Other rewards may include annual bonus plan or variable pay, depending on the role. In addition, Wella Company provides a rich variety of benefits to employees, including health insurance, life and disability insurance, 401(k) retirement plan, paid holidays and paid time off (PTO).

EEO OPPORTUNITIES
We offer equal employment opportunity to qualified individuals without regard to race, religion, color, national origin, age, gender, disability, sexual orientation, gender identity, gender expression, marital status, veteran status, or any other characteristic protected by law. Wella Company with federal and state disability laws and makes reasonable accommodations for applicants and employees with disabilities. If reasonable accommodation is needed to participate in the job application or interview process, to perform essential job functions, and/or to receive other benefits and privileges of employment, please contact us at: https://www.wellacompany.com/consumer-affairs
We strongly believe that cultivating a diverse workplace gives a company strength. The combination of unique skills, abilities, experiences and backgrounds creates an environment that produces extraordinary results. EOE Minorities/Females/Protected Veterans/Disabled.
English - Please click on this link to review the Notification of Equal Opportunity Rights poster
Español - Por favor, haga un clic en el enlace para revisar el poster de la Ley de los Derechos de Igualdad de Empleo
#LI-SS1"
"Analyst, Growth Marketing",Starz,"Santa Monica, CA 90404","$75,000 - $85,000 por año",not specified,"Department: Marketing & Publicity
Location: Santa Monica, CA, US, 90404
Summary of Position
The Growth Marketing Analyst will focus on acquiring high quality customers for a top-tier TV streaming service by developing and executing on channels like Facebook, Google, Twitter, Pinterest and more. The ideal candidate is an analytical and strategic thinker with high attention to detail, but also has an ability to think creatively (attention to visuals, ability to write copy, etc). In this role, the Analyst will get hands on experience building and optimizing high-impact campaigns while building a strong foundation of knowledge and skills in the growth marketing space.
Responsibilities
Launch and optimize large-scale digital marketing campaigns across performance-oriented channels such as Facebook, Google, Twitter, Ad Networks, Apple Search and Pinterest among others
Get hands on with large data sets by analyzing trends and developing strategic recommendations with the goal of always improving performance
Work cross-functionally with our Creative, Product & Engineering, and Brand teams
Generate and analyze daily, weekly and monthly reports to track performance across all initiatives
Qualifications & Skills
BA/BS required – degree in an quantitative field preferred (i.e., Economics, Math)
1-2 years of experience working in a quantitative or analytical role
Strong analytical skills; ability to analyze data, decipher trends and develop strategic recommendations
Excel experience a strong plus
Self-motivated with an ability to think independently but can quickly pivot to brainstorming in a group setting
Effectively communicate objectives and performance results across cross-functional teams
Prior experience working on performance-oriented channels such as Facebook, Google or Twitter is a plus
About STARZ
STARZ (www.starz.com), a Lionsgate company, is a leading media streaming platform committed to delivering premium content that amplifies narratives by, about and for women and underrepresented audiences. STARZ is home to the highly rated and first-of-its-kind STARZ app that offers the ability to stream or download STARZ premium content, as well as the flagship domestic STARZ® service, including STARZ ENCORE, 17 premium pay TV channels, and the associated on-demand and online services. STARZ is available across digital OTT platforms and multichannel video distributors, including cable operators, satellite television providers, and telecommunications companies. In February 2021, STARZ launched #TakeTheLead, a multi-faceted and innovative inclusion initiative expanding its existing efforts to improve representation on screen, behind the camera and throughout the company.
Business Unit Overview
STARZ
With the Company aligning its studio operations behind the growth of its streaming business, STARZ has become one of the pre-eminent modern premium global streaming platforms. Offering subscribers more than 7.500 television episodes, including STARZ original series and provocative documentaries, along with a broad catalogue of first-run movies, STARZ is taking the lead in delivering relatable premium content that makes it the platform of choice among a wide spectrum of female, African-American and other historically underrepresented audiences. Its focused brand, premium content and freedom from legacy relationships position STARZ at the forefront of the new bundles emerging throughout the media ecosystem, a compelling value proposition to complement virtually every kind of subscription platform.

Distinguished by its successful and focused content strategy, top programming, exceptional curation and speed to market, STARZ has quickly scaled its platform to become one of the most widely distributed and fastest-growing OTT services in the world, with OTT subscribers making up more than half of its global subscriber base. The company’s international premium subscription service, LIONSGATE+, offers subscribers access to bold, curated storytelling around the world. LIONSGATE+ has a footprint that extends across the globe and continues to expand its network of distribution partners. In addition to its LIONSGATE+ markets, it reaches audiences in the Middle East and North African region through STARZPLAY ARABIA and in South and Southeast Asia with Lionsgate Play. The proprietary and highly-rated STARZ app, a proven hit with U.S. audiences, continues to roll out internationally.
Our Benefits
Full Coverage – Medical, Vision, and Dental
Work/Life Balance – generous sick days, vacation days, holidays, and Impact Day
401(k) company matching
Tuition Reimbursement (up to graduate degree)
Compensation
$75,000 - $85,000
EEO Statement
Lionsgate is an equal employment opportunity employer. All employees and applicants are evaluated on the basis of their qualifications, consistent with applicable state and federal laws. In addition, Lionsgate will provide reasonable accommodations for qualified individuals with disabilities. Lionsgate will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of applicable state and federal law."
Copywriter,Alo Yoga,"Los Angeles, CA","$75,000 - $85,000 por año",not specified,"WHY JOIN ALO?
Mindful movement. It's at the core of why we do what we do at Alo—it's our calling. Because mindful movement in the studio leads to better living. It changes who yogis are off the mat, making their lives and their communities better. That's the real meaning of studio-to-street: taking the consciousness from practice on the mat and putting it into practice in life.
OVERVIEW:
Must be a multitasker who has excellent organization and time management skills, a clear communicator, reliable and positive attitude. You will be responsible for writing strong brand copy and supporting us to achieve our creative and business goals. Your duties will include writing product descriptions, emails/subject lines, paid digital copy, SEO site copy, proofreading and supporting the brand in crafting consistent copy across all channels. This role requires someone who is confident and can manage various projects and timelines.

RESPONSIBILITIES:
Write copy that is on-brand, serving to engage the Alo customer on all channels and assets with emotional resonance and technical excellence
Primary responsibilities include crafting elevated copy for product releases, emails, product descriptions, organic social, and paid digital across all Alo categories, including women's, men's, accessories, and wellness & beauty
Interpret creative direction from briefs into copy that converts
Work closely with the creative, digital, design/merchandising & cross-functional partners to fulfill a range of needs across different platforms
Ensure quality, clarity, and consistency in content and copy across all channels and assets
Use insight and analytics to understand current performance and future opportunities
Stay up to date with copy trends and generate new ideas to draw the audience's attention
REQUIREMENTS:
Bachelor's Degree in English, Journalism, Marketing, or a related field
2-4 years of experience in a similar role
Experience working with a luxury fashion brand preferred
Experience writing copy for beauty and/or wellness products a plus
Experience with SEO, activewear, or beauty a plus
Excellent written and verbal communication skills
Works well in a collaborative environment
Multitasking, proofreading, time management, and organization skills
Flexibility to switch focus between multiple projects
Attention to detail
The base salary range for this position is $75,000-$85,000 per year which represents the current range for the base salary for this exempt position. Please note that actual salaries will vary based on factors including but not limited to location, experience, and performance. As such, on occasion and when applicable, there is the possibility that the final, agreed-upon base salary may be outside of the upper end of the range. Please also note the range listed is just one component of the company's total rewards package for exempt employees. Other rewards may include performance bonuses, long term incentives, a PTO policy, and many other progressive benefits.
#LI-ONSITE
Please review our company California Job Applicant Privacy Policy HERE."
"Assistant, Publicity (FX)",FX Networks,"Los Angeles, CA","$47,900 - $64,100 por año",not specified,"FX is seeking an Assistant to provide administrative support to three Los Angeles-based Directors of Publicity and general support for the department.
Responsibilities:
Answer phones, organize meetings, keep notes, maintain schedules and records, research projects, make travel arrangements and process expense reports for Directors.
Assist with drafting, proofing, and distributing press materials, itineraries, and media alerts, updating fact sheets, assisting with clip selection and licensing for talent appearances, creating and maintaining status reports, tracking and distributing daily press breaks and maintaining master media lists.
Provide support for the department as needed, including couriering/overnighting packages, organizing press mailers, booking meeting rooms, and escorting talent.
Work Los Angeles-based FX events, organize press RSVPs and guest check-in.
Basic Qualifications:
1+ years of administrative experience in entertainment.
Proficiency in Microsoft Office (Outlook, Word, Excel, and PowerPoint) and Adobe is a must, and a strong grasp of social media is a plus.
Strong verbal communication and excellent interpersonal skills needed. Must be able to work well under pressure and tactfully with various personalities.
Must be motivated, highly organized, detail-oriented, personable, reliable, self-assured, and able to prioritize work with minimal direction.
Must have excellent attention to detail and prioritization skills.
Must be able to maintain confidentiality and interact professionally with senior executives, media personnel, talent, and their representatives.
Preferred Qualifications:
2+ years of administrative experience in entertainment.

The hiring range for this position in Century City, CA is $47,900 to $64,100 per year. The base pay actually offered will take into account internal equity and also may vary depending on the candidate’s geographic region, job-related knowledge, skills, and experience among other factors. A bonus and/or long-term incentive units may be provided as part of the compensation package, in addition to the full range of medical, financial, and/or other benefits, dependent on the level and position offered."
"Research Analyst, Corporate",Univision communications inc,"Los Angeles, CA","$45,000 - $60,000 por año",Full-time,"TelevisaUnivision is seeking a Full Time Research Analyst for Corporate Research in Los Angeles. Responsibilities include compiling and analyzing Nielsen ratings, reporting on competitive spend, and creating presentations for use by TelevisaUnivision Local Media Sales, News, Finance, and Distribution, along with other departments at TelevisaUnivision.
The ideal candidate must be able to demonstrate an interest in media and marketing research, have strong math skills, exhibit excellent written and oral communication skills, be a strategic and creative thinker, a self-starter, and a collaborator willing to learn and share ideas. Training will be provided.
Your Day to Day
Analysts will be responsible for tracking and analyzing Media Research data for the executive, sales and programming teams. They are also responsible for creating research reports and PowerPoint presentations with the goal of increasing sales revenue, Local Media (TV/Radio stations and Multi-Market Sales) profitability, and audience levels.
Analyze Nielsen audience data for Univision stations and its competitors on a daily, weekly and monthly basis.
Produce audience delivery trend reports and highlights for sales, programming, marketing and all levels of management.
Prepare media one-sheets and customized presentations to support the sales effort.
Running competitive advertising spend data across all media (TV, Audio, Digital) for both standard reporting and ad-hoc projects.
Participation in special projects.
You Have
An eye for detail – this is extremely important for both presentations and accuracy in numbers.
Ability to work independently on big projects for long periods of time.
Strong organizational, project management, and communication skills.
Eligibility Requirements
Must be willing to work from a TelevisaUnivision office at least part-time in Los Angeles.
Employment/education will be verified.
Applicants must be currently authorized to work in the United States on a full-time basis.
Exact compensation may vary based on skills, experience, and location. Please note the national salary range listed in the job posting reflects the new hire salary range across levels and U.S. locations that would be applicable to the position. Base pay Range $45k-60k+ benefits
Our Benefits
TelevisaUnivision believes that a happy, well-balanced employee is what makes our culture thrive. We offer a wide selection of perks and benefits including PTO; tuition reimbursement; wellness and employee support programs; 401K; and life and other insurance plans. This is all in addition to our comprehensive and competitive health benefits package featuring medical, dental and vision coverage options.
Univision is an equal opportunity/affirmative action employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected Veteran status, age, or any other characteristic protected by law."
Project Manager,"Clutch Group, Inc.",Remote,"$55,000 - $60,000 por año",not specified,"Role/Title: Creative Project Manager
Location: Remote
Salary: $55-60k

Clutch Creative is a rapidly growing staffing agency. We support our clients by identifying unreachable talent that helps their businesses grow.

Our candidates work with us because they know we have the best opportunities available to them and will help them navigate their next career move.

We care, we're honest, and we hustle—that's what makes us Clutch.

Clutch is looking for a Creative Project Manager for a role with a client of ours.

Responsibilities :
Client facing project management experience within an agency
Development of marketing collateral
Website maintenance, updates, and design oversight
Track job profitability and report
Utilizing software: ClickUp Asana & BaseCamp
Requirements :
2+ years as Project Manager with corporate or agency experience
Strategic thinker that can handle multiple projects at a time
Comfortable using project management tools and software
Comfortable working face to face with clients and stakeholders
Bachelors degree in communications, marketing, or similar
If you are interested in this opportunity, please apply today.

Please read: Contact from Clutch employees will always come from the domain @clutchnow.com ONLY and we will always provide a phone number where you can contact us. Clutch will NEVER present a job offer without a verbal or video interview and we will never ask you to transfer or pay money to get hired. If you are skeptical about any email or job offer, please reach out to us directly."
Market Research Analyst - Remote,"Harbor Freight Tools USA, Inc.","26677 Agoura Rd, Calabasas, CA 91302","$67,800 - $101,700 por año",not specified,"The Market Research Analyst is responsible for supporting the improvement of Harbor Freight Tools competitiveness in pay, benefits, recognition, culture and engagement. This position provides support by benchmarking HFT data against our talent competitors and providing comparisons to assist the Total Rewards Team in creating changes that make us a Great Place to Work as well as attract and retain the best talent.

Duties and Responsibilities
Collect and analyze market data from our top competitors at the national, regional and local levels to determine market competitiveness.
Devise and evaluate methods and procedures for collecting the data.
Create comprehensive side-by-side comparisons of compensation, benefits, culture and engagement to aid in recruitment and retention.
Identify and monitor key trends that could impact compensation, benefits, culture and engagement.
Providing industry data and competitive insights to assist with ongoing refinement of position in the talent market.
Summarizes and analyzes data; makes recommendations related to research findings.
Act as subject matter expert on key research findings
Assist with ad-hoc projects as assigned.

Scope
Staff supervision and development: No
Decision making:
Typically, handles issues with moderate scope and complexity, sensitivity and/or visibility within the organization.
Ability to maintain and appropriately share highly confidential information.
Participate in planning business objectives.
Travel: Up to 5%
Flex Designation: Anywhere
Requirements


Education Requirements:
Bachelor’s degree in business administration, Marketing, or related field and two or more years of experience in data analysis. May also consider a combination of experience that includes data collection and analysis.
Skills:
Results and detail-oriented/driven, with strong analytical, and organizational skills
Ability to draw conclusions, themes, and trends from data analysis and communicate results effectively in both oral and written form.
Computer proficiency with the ability to utilize MS Office, including advanced Excel skills and intermediate to advanced PowerPoint and Word skills.
Demonstrable knowledge and experience with statistical analysis and cost modeling
Skill in identifying the underlying principles, reasons, or facts of information by breaking down information or data into separate parts.
Excellent problem-solving skills, creativity, and inquisitive thinking
Must have a customer-service focus, be self-driven, motivated to help, and able to perform in a team environment.
Must remain positive, professional, determined, calm, and focused when faced with challenging situations.
Must be able to efficiently and effectively manage a high volume of inquiries and e-mails.
Must be able to effectively adapt to changing and new priorities.

Physical Requirements
Corporate - Remote - General office environment requiring ability to:
Stand, walk, sit for extended periods of time.
Speak and listen to others in person and over the phone and video conferencing.
Use keyboard and read from computer screen and reports. *The ability to lift up to 15 lbs.
The anticipated salary range for this position is $67,800 – $101,700 depending on location, knowledge, skills, education and experience. This position is also eligible for an annual discretionary bonus. In addition, we offer comprehensive and competitive benefits to Associates (and their families) such as medical, dental, vision, life insurance, short-term and long-term disability. Eligible Associates are able to enroll in our company’s 401k plan. Associates will accrue paid time off up to 236 hours per year (inclusive of PTO, floating holidays, and paid holidays). Paid sick time up to 80 hours per year unless otherwise required by law.
About Harbor Freight Tools
We’re a family-owned business with over 45 years as a national tool retailer, and with the energy, enthusiasm, and growth potential of a start-up. We are a $7 billion company with over 1,450 stores in 48 states, 27,000+ Associates, and one of the fastest-growing retailers in the country."
Media Coordinator,"VIZIO, Inc.","350 5th Ave Ste 4800, New York, NY 10118",$25.96 por hora,Full-time,"About the Team:
VIZIO’s Platform+ Services team is seeking a Media Coordinator to join their growing team. The Media Coordinator role is a strategic partner to the VIZIO Ad Sales team and our clients. This position plays a key role in ensuring campaign success & communicating key campaign learnings to maximize client growth and retention. This individual will have a passion for process, customer service and will be closely aligned with other client services team members and cross-functional groups. As part of a rapidly-growing, faced paced sales environment, this position requires strong communication skills, strong attention to detail and a passion for delivering world-class customer service.

What You Will Do:
Media Coordinators are involved in every step of sales planning, launch, execution & post-sales from client launches to billing. The Media Coordinator will take ownership of individual media campaigns across a number of sales verticals.
Media Coordinators will assist Account Managers with the coordination and execution of media campaigns which includes managing campaign setup, campaign optimization, and end of campaign reporting.
You will play a key role in driving client satisfaction that leads to account renewals and growth.
Work closely with Account Managers to collect all necessary deliverables and partner with essential teams for custom units.
Partner with our Operations team to ensure all assets and materials are submitted to ensure a timely campaign launch with all orders delivering in full.
Manage campaign performance and make optimizations as needed that support campaign KPIs.
Prepare end of campaign reports and provide optimization strategies and insights back to Account Managers based on campaign performance.
Maintain in-depth knowledge of VIZIO’s ad products and relevant specs, guidelines, and business rules.
Strong focus on performance monitoring and recap presentations to fuel renewals.
About You:
College degree preferred
Online advertising/digital media or similar industry experience preferred
Proficient in Microsoft Products
Ability to work cross-functionally with various departmental team leads
Exceptional organizational and time-management skills
Confident and comfortable working within tight deadlines, under pressure and on multiple work priorities
Attention to detail is paramount
Excellent written and verbal communication skills
Working knowledge of media agencies
Able to deliver confidently within a project framework / structure
A desire to learn different aspects of the media business
About VIZIO:
We are Beautifully Simple.
Headquartered in Irvine, California, VIZIO is a leading HDTV brand in America and the #1 Sound Bar Brand in America. VIZIO's mission is to deliver high performance, smarter products with the latest innovations at a significant savings that we can pass along to our consumers. Our loyal following and industry-wide praise continues to grow as we redefine what it means to be smart.

VIZIO, Inc. is an Equal Opportunity Employer committed to diversity in the workplace. All qualified applicants will receive consideration for employment without regards to race, color, religion, sex, sexual orientation, gender identity, gender expression, national origin, protected veteran status, or any other basis protected by applicable law, and will not be discriminated against on the basis of disability.

We do not accept unsolicited agency resumes. We will not pay fees to any third-party agency, outside recruiter or firm without a mutually agreed-upon contract and will not be responsible for any agency fees associated with unsolicited resumes. Unsolicited resumes will be considered our property and will be processed accordingly.

For New York-based employment: The minimum pay for this position is $25.96/hr. The maximum pay for this position $32.69/hr. In addition to base salary, the compensation package also includes eligibility for an annual bonus, as well as equity and a range of medical, dental, vision and other benefits."
