title,company_name,location,pay,job_type,description
Research Fellow,Physician Affiliate Group of New York,"234 East 149th Street, Bronx, NY 10451","$90,000 por año",Full-time,"Overview:
Physician Affiliate Group of New York (PAGNY) is one of the largest multi-disciplinary groups in the country whose main purpose is to nurture and embolden the healthcare providers who take care of the most fragile and vulnerable patients in New York City. PAGNY people do more than diagnose and treat; we uplift the spirits and dignity of patients because we love what we do, and it shows. PAGNY is committed to recruiting and retaining productive and enthusiastic physicians and promotes our health professionals’ wellness.
PAGNY is comprised of over 4,000 physicians and healthcare professionals who provide services to NYC Health + Hospitals (H+H), the largest public health system in the United States. Our practitioners are highly skilled professionals with outstanding credentials who deliver the highest level of quality healthcare to patients throughout New York City.
NYC Health + Hospitals/Lincoln, located just 15 minutes from NYC, is an acute care teaching hospital academically affiliated with Weill-Cornell Medical College. Dedicated to providing high quality patient care to a diverse community, Lincoln Medical Center is a NYS designated Level I Trauma and Stroke Center and has Centers of Excellence in all medical specialties including its award- winning Cancer and Breast Centers.
Responsibilities:
The Research department at Lincoln Medical Center is looking to hire a Research Fellow (Monday to Friday - 9am-5pm.)

Coordinating center for the administration and execution of multiple industry-sponsored - and over 70 investigator-initiated - interventional and observational healthcare science studies assessing the safety and efficacy of medications, devices, and diagnostic products and treatments intended for human use.

To promote the development of clinician researchers, while supporting the growth of biomedical research within Lincoln Medical Center, the Fellow will contribute to a 2-year prospective, longitudinal evaluation of medical resource utilization and predictive measures of short- and long-term outcomes following acute COVID-19 infection, including evaluation of physical and mental health outcomes - as well as the social determinants of health - among a cohort of patients living in the South Bronx.
Qualifications:
Graduate of a medical, dental or podiatric school located in New York State - or graduate of, or resident in, a graduate medical education program - where the sponsoring institution is located in New York State;
Candidate must reside in New York State.
Candidate must also be a United States or Canadian citizen, national, or permanent resident of the United States or Canada.

Preferred Qualifications:
Proficient in use of computers (including the Microsoft Office, and databases such as REDCap).
Must be in good professional standing. Clinical research experience,knowledge of biostatistics, clinical trial design, grant writing and research ethics is e

Benefits include:
Competitive compensation package
10% 401K company contribution after one year of service
Choice of a three-tiered nearly FREE medical plan
Excellent dental insurance including orthodontics coverage
Generous paid time off program
CME days and dollars
Eligibility for loan forgiveness through the National Student Debt Forgiveness Center
Medical Malpractice policy coverage
Salary Amount : $90,000
Equal Opportunity Employer M/F/D/V"
Clin Research Data Spec II,University of Rochester,"Rochester, NY","$46,987 - $65,790 por año",Full-time,"Opening
Full Time 40 hours Range URG 107 Cancer Center/Clin Trials Ofc
Strong Candidate Identified
Schedule
8 AM-5 PM
How To Apply
All applicants must apply online.
EOE Minorities/Females/Protected Veterans/Disabled
Pay Range
Pay Range: $46,987 - $65,790 Annually
The referenced pay range represents the minimum and maximum compensation for this job. Individual annual salaries/hourly rates will be set within the job's compensation range, and will be determined byconsidering factors including, but not limited to, market data, education, experience, qualifications, expertise of the individual, and internal equity considerations."
"Clinical Research Associate, Sponsor Dedicated",Novasyte,"Durham, NC","$65,100 - $174,468 por año",Full-time,"Whether you’re beginning or continuing your career as a CRA, this role is an ideal stepping-stone. You’ll have training and development to plan and progress your career in the direction you choose. And you won’t do it alone – you will have dedicated mentoring and receive structured quarterly reviews on performance, promotion and bonus awards.
Award winning and innovative, we’ll give you access to cutting-edge in-house technology, allowing you to work on global projects but with a regional / home state travel remit, so no need for national travel in certain countries. You’ll be building a smart and flexible career with no limits.
While projects vary, your typical responsibilities might include:

Performing site selection, initiation, monitoring and close-out visits, plus maintaining appropriate documentation
Supporting the development of a subject recruitment plan
Establishing regular lines of communication plus administering protocol and related study training to assigned sites
Evaluating the quality and integrity of site practices – escalating quality issues as appropriate
Managing progress by tracking regulatory submissions, recruitment, case report form (CRF) completion, and data query resolution
You will need to be comfortable collaborating and communicating with a variety of colleagues and customers. Ideally, you will also have a good basic knowledge of applicable clinical research regulatory requirements.
You should have:
A Bachelor's degree in a health care or other scientific discipline or educational equivalent
Successful completion of a CRA Trainee Program or at least three months of on-site monitoring experience. 2 years of clinical research coordinator experience strongly preferred.
Alternatively, you should have an equivalent combination of education, training and experience
If you want to make an impact in the global research market, where we are working to make a real difference in patient health, we ask you to apply now and join our team.
#CRASDAJD
IQVIA is a leading global provider of advanced analytics, technology solutions and clinical research services to the life sciences industry. We believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier world. Learn more at
https://jobs.iqvia.com
We are committed to providing equal employment opportunities for all, including veterans and candidates with disabilities.
https://jobs.iqvia.com/eoe
IQVIA’s ability to operate and provide certain services to customers and partners necessitates IQVIA and its employees meet specific requirements regarding COVID-19 vaccination status.
https://jobs.iqvia.com/covid-19-vaccine-status
The potential base pay range for this role, when annualized, is $65,100.00 - $174,468.00. The actual base pay offered may vary based on a number of factors including job-related qualifications such as knowledge, skills, education, and experience; location; and/or schedule (full or part-time). Dependent on the position offered, incentive plans, bonuses, and/or other forms of compensation may be offered, in addition to a range of health and welfare and/or other benefits."
"Sr. Research Associate, Cell Based Assay",Kyverna Therapeutics,"Emeryville, CA","$95,000 - $140,000 por año",Full-time,"Kyverna Therapeutics is a clinical-stage cell therapy company with the mission of engineering a new class of therapies for autoimmune diseases. The Kyverna therapeutic platform combines advanced T cell engineering and synthetic biology technologies to suppress and eliminate the autoreactive immune cells at the origin of autoimmune and inflammatory diseases. Be at the forefront of cell therapy innovation by joining scientists, industry veterans and healthcare visionaries and help transform how autoimmune diseases are treated.

Kyverna is recruiting a highly motivated Cell Based Assay Senior Research Associate of Analytical Development in its Technical Development organization to help advance its mission to free patients from the siege of autoimmune disease. The candidate will be responsible for performing laboratory-based studies and providing technical expertise to design, develop, optimize, validate, qualify and tech transfer methods across technologies including cell-based assays (T cell culture, potency assay, proliferation, etc.),immunoassays (multiplex immunoassays, single cell based proteomics), and multi-color flow cytometry.
The ideal candidate will develop methods to characterize, monitor, and understand the attributes of engineered cells that are part of the Kyverna pipeline using advanced technologies and lead assay qualification/validation to support pipeline programs. The ideal candidate will contribute to our goals of navigating what’s next in gene delivery technologies, immunology and cell engineering while living our core values: Bring Intellectual Rigor, Elevate Each Other, and Stay True To Why.
Responsibilities
Design and execute experiments to support development of robust cell-based assays to characterize starting material, in-process and engineered cellular and lenti-viral vector (LVV) products.
Assist with cell based and immunoassay methods qualification and validation in support of regulatory filing.
Support in-house Process Development by providing analytical testing, data analysis, and data reporting.
Support method tech transfer activities by acting as subject matter expert, performing training, and troubleshooting.
Organize, analyze and summarize data to support the drafting of test procedures, development reports, and regulatory filings
Present data and findings regularly at team meetings and occasionally at broader Technical Development or TechOps forums.
Support operations and management of Technical Development workflow
Work with typical biological software such as Benchling, FlowJo, Prism. Expertise with Benchling applications is preferred.
Draft test procedures, SOPs, and protocols. Support the drafting of development and method validation/qualification reports as needed.
Maintain good electronic notebook record of performed studies.
Collaborate with research and other teams in technical development to support and drive goals with R&D support the business.
Other duties as assigned.
Requirements
Bachelors with 5+ or Master’s degree with 3+ years of experience in biological sciences such as biochemistry, molecular and cell biology, or a related discipline.
Subject matter expertise in one or more of the following: immunoassays such as ELISA, Ella, Isoplex, MSD, Western blot analysis; mammalian tissue culture including both adherent and suspension cells, and Flow Cytometry is a plus; lentivirus production and virus titer characterization; CAR-T production and characterization using flow cytometry and cell-based assays.
Ability to design and execute experiments with minimal technical supervision.
Ability to multitask, work effectively as part of a team and meet deadlines in a fast-paced environment.
Ability to think critically and demonstrate troubleshooting and problem-solving skills.
Expertise with Benchling implementation, understanding of entry relationships, and results reporting and tracking is highly desired.
The salary range for this position is from $95,000 - $140,000 USD annually. This salary range is an estimate of what we reasonably expect to pay for this posted position, and the actual salary may vary based on various factors, including without limitation individual education, experience, tenure, skills and abilities, as well as internal equity and alignment with market data. This position is also eligible for bonus, benefits, and participation in Company’s stock option plan.

Kyverna is an Equal Opportunity Employer and prohibits discrimination and harassment of any kind. Kyverna is committed to the principle of equal employment opportunity for all employees and does not discriminate on the basis of race, religion, color, sex, gender identify, sexual orientation, age, non-disqualifying physical or mental disability, national origin, veteran status or any other legally protected status. EOE/AA/Vets"
Research Associate,Gulf of Maine Research Institute,"350 Commercial Street, Portland, ME 04101","$53,800 - $58,500 por año",Full-time,"Description:

JOB TITLE: Research Associate
SUPERVISOR: Dr. Graham Sherwood
Pay Grade: 6 Pay Grade Range: $53,800 - $86,000
Starting Salary Range: $53,800-$58,500
Overview:
The Gulf of Maine Research Institute (GMRI) develops and delivers collaborative solutions to global ocean challenges. We are dedicated to the resilience of the Gulf of Maine ecosystem and the communities that depend on it. To learn more, visit gmri.org.
Primary responsibilities of the Research Associate include leading/assisting research in the Fisheries Ecology Lab which includes environmental DNA (eDNA) sample collection and processing, fish collections (seining, hook-and-line fishing), active acoustics, and cooperative research with the commercial fishing industry. The Research Associate will also support development of data products to provide information and support decision-making related to Gulf of Maine fisheries and ecosystem change.
Responsibilities/Tasks:
Lead eDNA collection, processing and analysis
Operate a research skiff in the inshore Gulf of Maine
Assist with Casco Bay Aquatic System Survey (CBASS) data collection and management
Conduct active acoustic transects
Assist with data collection aboard commercial fishing vessels
Perform literature reviews
Contribute to writing of project reports and manuscripts
Other General Responsibilities:
Assist with general lab management, including purchasing supplies and equipment, coordinating logistics, and other tasks as needed
Contribute to development of project and research team websites
Help populate and manage department-wide databases
Contribute to efficiency of operations across lab and projects through sharing of skills and data with other relevant associates
Collaborate across departments and engage with non-GMRI project partners
Requirements:

Required Qualifications:
Bachelor’s or Master’s degree in marine biology, fisheries, molecular biology or related discipline
Experience in fisheries research
Experience with molecular biology methods (e.g. qPCR, metabarcoding)
Experience with molecular biology/genomics instruments
Integrity towards scientific research and data quality
Experience on vessels, either research vessels or commercial vessels
Experience with active acoustics
Ability to operate small vessels in the Gulf of Maine
Other Preferred Qualifications:
Ability to identify fish normally caught in the Gulf of Maine
Familiarity with statistical software such as R
Familiarity with Simrad and Echoview acoustic software
Diversity and Inclusion:
Gulf of Maine Research Institute has a long-standing policy and commitment to providing equal access and equal employment opportunities in all terms, conditions, processes, and benefits of employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, genetic information, or veteran status. GMRI's employment decisions are made without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, genetic information, or veteran status.
Applicants and employees are encouraged to voluntarily self-identify their race/ethnicity, gender, disability status and veteran status to assist GMRI in fulfilling various data reporting requirements of the federal government. This self-identification is completely voluntary, will be kept confidential and separate from your application data, and used only to meet federal reporting requirements. Providing or declining to provide this information will not result in adverse action of any kind.
Salary and Benefits:
Gulf of Maine Research Institute offers a competitive salary and benefits package.
Salary: $53,800-$58,500
Application Instructions:
All applications must be must be accompanied by a cover letter and résumé. Applications will be accepted until 3/15/2024. Review of applications will begin immediately and will continue until the successful candidate has been selected."
Research Associate,University of Utah,"201 Presidents Circle, ROOM 201, Salt Lake City, UT 84112","$45,000 - $100,000 por año",Full-time,"The Venosa Laboratory in the Department of Pharmacology & Toxicology at the University of Utah invites applications for a laboratory staff position beginning in 2024. The laboratory is currently studying the epithelial-immune cell crosstalk regulating inflammatory processes in the lung. We are particularly interested in studying how epithelial cell dysfunction (via genetic mutations) exacerbates injury induced by air pollution (i.e., ozone, particulate matter, wildfire smoke). To address this scientific question, we leverage a novel murine model of lung injury and fibrosis initiated by a mutation in the pulmonary epithelial cell specific Surfactant Protein-C. See related publications: https://www.ncbi.nlm.nih.gov/pubmed/29920187; https://www.ncbi.nlm.nih.gov/pubmed/30910861.


Responsibilities
Applicants for the research associate position will be tasked to lead all computational biology aspects of currently active projects and coordinate the design and execution of future efforts.

Current projects include bulk, single cell, and spatial transcriptomic analysis of pulmoanry and blood cells. Plans have been made to coordinate the expansion to proteomics and lipidomics studies.
Depending on previous experience, the research associate will be required to have proficiency in at least one of these research areas and willingness to acquire the necessary tools to lead the others.
For this position, critical thinking skills and ability to train trainees is required. Active engagement with the laboratory and participation to study design, execution, analysis, and presentation of scientific data is also necessary.
Qualifications and Requirements:

B.S, B.A., M.S., or Ph.D. in Computational Biology, Bioinformatics, or related Biomedical Fields, are desirable.

Salary commensurate with experience.

Solid background in computational analysis is necessary.

Previous experience in the immunology or pulmonary field is highly desirable.

Any additional skill in biochemistry, molecular biology, and cell culture research is welcome.

Application Procedures:

For additional information regarding the project or to apply for this position, please email Dr. Alessandro Venosa (alessandro.venosa@pharm.utah.edu) with subject line tailored to the position you re applying for. Please include a brief cover letter describing your experiences, current CV (including references from previous supervisors (up to 3).

Minimum Qualifications

Preferences

Type
Benefited Staff

Special Instructions Summary

Additional Information
The University is a participating employer with Utah Retirement Systems (“URS”). Eligible new hires with prior URS service, may elect to enroll in URS if they make the election before they become eligible for retirement (usually the first day of work). Contact Human Resources at (801) 581-7447 for information. Individuals who previously retired and are receiving monthly retirement benefits from URS are subject to URS’ post-retirement rules and restrictions. Please contact Utah Retirement Systems at (801) 366-7770 or (800) 695-4877 or University Human Resource Management at (801) 581-7447 if you have questions regarding the post-retirement rules.
This position may require the successful completion of a criminal background check and/or drug screen.
The University of Utah values candidates who have experience working in settings with students and patients from all backgrounds and possess a strong commitment to improving access to higher education and quality healthcare for historically underrepresented students and patients.
All qualified individuals are strongly encouraged to apply. Veterans’ preference is extended to qualified applicants, upon request and consistent with University policy and Utah state law. Upon request, reasonable accommodations in the application process will be provided to individuals with disabilities.
The University of Utah is an Affirmative Action/Equal Opportunity employer and does not discriminate based upon race, ethnicity, color, religion, national origin, age, disability, sex, sexual orientation, gender, gender identity, gender expression, pregnancy, pregnancy-related conditions, genetic information, or protected veteran’s status. The University does not discriminate on the basis of sex in the education program or activity that it operates, as required by Title IX and 34 CFR part 106. The requirement not to discriminate in education programs or activities extends to admission and employment. Inquiries about the application of Title IX and its regulations may be referred to the Title IX Coordinator, to the Department of Education, Office for Civil Rights, or both.
To request a reasonable accommodation for a disability or if you or someone you know has experienced discrimination or sexual misconduct including sexual harassment, you may contact the Director/Title IX Coordinator in the Office of Equal Opportunity and Affirmative Action (OEO/AA). More information, including the Director/Title IX Coordinator’s office address, electronic mail address, and telephone number can be located at: https://www.utah.edu/nondiscrimination/
Online reports may be submitted at oeo.utah.edu
https://safety.utah.edu/safetyreport This report includes statistics about criminal offenses, hate crimes, arrests and referrals for disciplinary action, and Violence Against Women Act offenses. They also provide information about safety and security-related services offered by the University of Utah. A paper copy can be obtained by request at the Department of Public Safety located at 1658 East 500 South.

Posting Specific Questions
Required fields are indicated with an asterisk (*).
Applicant Documents
Required Documents
Resume
Cover Letter
List of References
Optional Documents
Addendum to the University of Utah - Veteran Only - Call 801.581.2169 after submission
Appropriate discharge document (such as a DD-214 – Member Copy 4) – Veteran Only – Call 801.581.2169
Curriculum Vitae

Open Date
02/21/2024

Requisition Number
PRN37763B

Job Title
Research Associate

Working Title
Research Associate

Job Grade
A00

FLSA Code
Professional

Patient Sensitive Job Code?
No

Standard Hours per Week
40

Full Time or Part Time?
Full Time

Shift
Day

Work Schedule Summary

VP Area
U of U Health - Academics

Department
00276 - Pharmacology and Toxicology

Location
Campus

City
Salt Lake City, UT

Type of Recruitment
External Posting

Pay Rate Range
$45,000-$100,000

Close Date

Open Until Filled
Yes"
"Senior Research Associate I, Analytical Development",Senti Biosciences,"South San Francisco, CA","$108,000 - $126,000 por año",Full-time,"Thank you for your interest in a career at Senti Biosciences. Our mission is to create a new generation of smarter medicines that outmaneuver complex diseases in ways previously inconceivable. We are passionate about designing gene circuits to improve the “intelligence” of cell and gene therapies in order to enhance their therapeutic effectiveness against a broad range of diseases that conventional medicines are unable to address.
At Senti, we find purpose and meaning knowing that our efforts have the potential to improve the lives of patients and their families with more effective and safer treatment options. With science as our foundation and empathy as our key guiding principle, colleagues become friends, managers become mentors, and with time, cancer becomes history.

Senti Bio is seeking a highly motivated and experienced individual with experience in Analytical Development. The successful candidate will contribute to the advancement of Senti’s proprietary immunotherapeutic cell engineering platforms focused on genetically modified cellular therapies. The role will support the development of molecular, cell-based functional assays and the characterization of processes and products by flow cytometry. This will entail supporting the development of new methods, pre-qualification, qualification, and transfer of methods to QC, and supporting Tech Ops during the developmental/optimization phases in manufacturing the product. Someone with a technically strong background with flow cytometry assays and/or cell-based assays and strong cell culture experience of adherent and suspension cells wanting to build on their Analytical Development experience.
Responsibilites
Learn Senti’s platform assays to support process development.
Support assay development for various platform technologies
Support method qualifications and transfers
Provide testing support for Tech Ops and Research and Development as needed
Collaborate and work closely with various groups
Write Test Methods and SOPs
Independently perform experiments, organize and analyze results
Successfully execute and document laboratory procedures and experiments with great attention to detail in electronic lab notebook
Qualifications
Bachelor’s degree in Cell Biology or related life science field.
2+ years of relevant experience, industry experience is strongly preferred.
Strong technical background with experience in one or more of the following: flow cytometry, Bioassays , or cell-based assays
Strong experience with Flow Jo and PRISM software analysis
Experience with cell culture is a plus
Experience working in a QC/GMP environment is a plus
Ability to multitask and meet deadlines in a fast-paced environment
Ability to think critically and demonstrate troubleshooting and problem-solving skills
Team player, proactive and willing to work in a small team environment
Excellent verbal and written communication skills
Proficient with MS office and other commonly used software and technology platforms
Self-motivated and eager to take on temporary responsibilities outside of the initial job description to support the team
Salary and Benefits
Compensation for this role includes base salary, annual target bonus and equity.
The base salary range for this role is $108,000-$126,000. Starting pay is determined by multiple job-related factors including a candidate’s skills, education and experience level, benchmark, and internal parity.
Significant growth opportunity as the company expands.
Empathetic, supportive, and collaborative colleagues and work environments
Senti Bio is a publicly traded (Nasdaq: SNTI) gene circuit company headquartered in South San Francisco. Our mission is to create a new generation of smarter medicines that outmaneuver complex diseases using novel and unprecedented approaches.

We are committed to an inclusive and diverse Senti Bio. We believe that different perspectives lead to better ideas, and better ideas allow us to better understand the needs and interests of our diverse Senti Team. We welcome people of different backgrounds, experiences, abilities and perspectives and are an equal opportunity employer."
Associate Researcher I-Renal-12908-037,Mount Sinai,"New York, NY 10029","$58,824 - $88,236 por año",not specified,"Description

The Associate Researcher I is a laboratory research position, responsible for independent conduct of routine and standardized experiments. This individual assists in the interpretation of research outcomes, performs assays to support research studies, and assists in the clerical and supply aspects of the laboratory environment.

Responsibilities

1. Conducts routine and standardized experiments using appropriate research techniques specific to subject matter of the research project.
2. Analyzes and assists in interpreting moderately complex results.
3. Analyzes and assists in interpreting laboratory results.
4. Performs assays to support research studies.
5. Maintains laboratory environment and assists in the upkeep of appropriate inventory; may include ordering of supplies.
6. Logs and tests samples; prepares and submits laboratory materials and specimens for shipment.
7. Assists in new and unexpected research experiments and techniques.
8. Assists in the collection, analysis and review of experimental data for publication and presentation.
9. Performs other related duties

Qualifications
Bachelors or Masters degree in science or related field required
1 - 2 years of research/laboratory experience

Compensation Statement

The Mount Sinai Health System (MSHS) provides a salary range to comply with the New York City Law on Salary Transparency in Job Advertisements. The salary range for this role is $58,824.00 - $88,236.00 Annually. Actual salaries depend on a variety of factors, including experience, education, and hospital need. The salary range or contractual rate listed does not include bonuses/incentive, differential pay or other forms of compensation or benefits.
, 036 - Renal MSH - ISM, Icahn School of Medicine

Employer Description

Strength Through Diversity
The Mount Sinai Health System believes that diversity, equity, and inclusion are key drivers for excellence. We share a common devotion to delivering exceptional patient care. When you join us, you become a part of Mount Sinai’s unrivaled record of achievement, education, and advancement as we revolutionize medicine together. We invite you to participate actively as a part of the Mount Sinai Health System team by:
Using a lens of equity in all aspects of patient care delivery, education, and research to promote policies and practices to allow opportunities for all to thrive and reach their potential.
Serving as a role model confronting racist, sexist, or other inappropriate actions by speaking up, challenging exclusionary organizational practices, and standing side-by-side in support of colleagues who experience discrimination.
Inspiring and fostering an environment of anti-racist behaviors among and between departments and co-workers.
We work hard to acquire and retain the best people and to create an inclusive, welcoming and nurturing work environment where all feel they are valued, belong and are able to professional advance. We share the belief that all employees, regardless of job title or expertise contribute to the patient experience and quality of patient care.
Explore more about this opportunity and how you can help us write a new chapter in our history!
“About the Mount Sinai Health System:
Mount Sinai Health System is one of the largest academic medical systems in the New York metro area, with more than 43,000 employees working across eight hospitals, more than 400 outpatient practices, more than 300 labs, a school of nursing, and a leading school of medicine and graduate education. Mount Sinai advances health for all people, everywhere, by taking on the most complex health care challenges of our time — discovering and applying new scientific learning and knowledge; developing safer, more effective treatments; educating the next generation of medical leaders and innovators; and supporting local communities by delivering high-quality care to all who need it. Through the integration of its hospitals, labs, and schools, Mount Sinai offers comprehensive health care solutions from birth through geriatrics, leveraging innovative approaches such as artificial intelligence and informatics while keeping patients’ medical and emotional needs at the center of all treatment. The Health System includes approximately 7,400 primary and specialty care physicians; 13 joint-venture outpatient surgery centers throughout the five boroughs of New York City, Westchester, Long Island, and Florida; and more than 30 affiliated community health centers. We are consistently ranked by U.S. News & World Report's Best Hospitals, receiving high ""Honor Roll"" status, and are highly ranked: No. 1 in Geriatrics and top 20 in Cardiology/Heart Surgery, Diabetes/Endocrinology, Gastroenterology/GI Surgery, Neurology/Neurosurgery, Orthopedics, Pulmonology/Lung Surgery, Rehabilitation, and Urology. New York Eye and Ear Infirmary of Mount Sinai is ranked No. 12 in Ophthalmology. U.S. News & World Report’s “Best Children’s Hospitals” ranks Mount Sinai Kravis Children's Hospital among the country’s best in several pediatric specialties. The Icahn School of Medicine at Mount Sinai is ranked No. 14 nationwide in National Institutes of Health funding and in the 99th percentile in research dollars per investigator according to the Association of American Medical Colleges. Newsweek’s “The World’s Best Smart Hospitals” ranks The Mount Sinai Hospital as No. 1 in New York and in the top five globally, and Mount Sinai Morningside in the top 20 globally.
The Mount Sinai Health System is an equal opportunity employer. We comply with applicable Federal civil rights laws and does not discriminate, exclude, or treat people differently on the basis of race, color, national origin, age, religion, disability, sex, sexual orientation, gender identity, or gender expression. We are passionately committed to addressing racism and its effects on our faculty, staff, students, trainees, patients, visitors, and the communities we serve. Our goal is for Mount Sinai to become an anti-racist health care and learning institution that intentionally addresses structural racism.”
EOE Minorities/Women/Disabled/Veterans


Compensation
The Mount Sinai Health System (MSHS) provides a salary range to comply with the New York City Law on Salary Transparency in Job Advertisements. The salary range for the role is $58824 - $88236 Annually. Actual salaries depend on a variety of factors, including experience, education, and hospital need. The salary range or contractual rate listed does not include bonuses/incentive, differential pay or other forms of compensation or benefits."
Staff Scientist,University of Rochester,"Rochester, NY",$24.04 - $48.08 por hora,Full-time,"Opening
Full Time 40 hours Grade 055 Pathology & Lab Medicine M&D
Responsibilities
POSITION
A postdoctoral position at the University of Rochester Medical Center in Dr. Brendan Boyce's Laboratory.
GENERAL SUMMARY
A postdoctoral position is available immediately in the laboratory of Dr. Boyce, Department of Pathology and Laboratory Medicine and the Center for Musculoskeletal Research at the University of Rochester Medical Center, Rochester, New York, following the successful renewal of an NIH RO-1 grant that has been funded continuously since 1995. Dr. Boyce is a surgical pathologist specializing in the diagnosis of bone and soft tissue diseases and a basic scientist with an interest in the regulation of bone turnover in normal and pathologic conditions. Work in our lab has focused on the role of NF-kB signaling in the formation and activity of osteoclasts and osteoblasts, following our discovery >25 years ago that NF-kB positively regulates osteoclast formation. Current work focuses on the role of TRAF3/NF-kB in osteoclast precursors as a negative regulator of RANKL-induced osteoclast formation and also as a negative regulator of TGFb-induced inhibition of mesenchymal progenitor cell (MPC) differentiation into osteoblasts. Through this work, we have identified a novel subset of B cells that express RANKL and CXCR4 and found that their numbers are increased in the bone marrow (BM) of mice with TRAF3 conditionally deleted in osteoclast precursors and are the most abundant RANKL-expressing cells in BM of aging mice. We hypothesize that these cells are attracted to the BM during aging by MPCs that have increased expression of CCL12, a ligand for CXCR4, as a result of NF-kB-induced low-level chronic inflammation of aging, and cause age-related increased bone resorption. We plan to fully characterize these cells phenotypically using flow cytometry and single cell and bulk RNA-seq, map their locations in bone using a Fluidigm Hyperion CyTOF platform, and determine if: 1) they accumulate in BM of aging humans; 2) CXCR4 in B cells mediates their accumulation in the BM of aging mice by conditionally deleting CXCR4 in B cells; 3) TRAF3 expressed by MSCs regulates the accumulation of these B cells in BM by modulating SDF1 expression; 4) plerixafor (a CXCR4 inhibitor) prevents age-related osteoporosis by depleting RCBs from BM; 5) and if targeting plerixafor to bone by linking it to a bisphosphonate increases its efficacy and reduces its adverse effects.
EDUCATION AND EXPERIENCE REQUIRED
The applicants must have a PhD, MD or MD/PhD degree, be highly motivated with a strong motivation to work independently with good writing and oral communication skills. Prior experience in musculoskeletal skeletal research, histomorphometry and flow cytometry is preferred, and in single cell and bulk RNA-seq would be a plus.
APPLICATION REQUIREMENTS
To apply for this position, please email a cover letter and C.V. to:
brendan_boyce@urmc.rochester.edu
The University of Rochester is committed to fostering, cultivating, and preserving a culture of equity, diversity, and inclusion to advance the University's mission to Learn, Discover, Heal, Create - and Make the World Ever Better. In support of our values and those of our society, the University is committed to not discriminating on the basis of age, color, disability, ethnicity, gender identity or expression, genetic information, marital status, military/veteran status, national origin, race, religion/creed, sex, sexual orientation, citizenship status, or any other status protected by law. This commitment extends to the administration of our policies, admissions, employment, access, and recruitment of candidates from underrepresented populations, veterans, and persons with disabilities consistent with these values and government contractor Affirmative Action obligations.
How To Apply
All applicants must apply online.
EOE Minorities/Females/Protected Veterans/Disabled
Pay Range
Pay Range: $24.04 - $48.08
The referenced pay range represents the minimum and maximum compensation for this job. Individual annual salaries/hourly rates will be set within the job's compensation range, and will be determined byconsidering factors including, but not limited to, market data, education, experience, qualifications, expertise of the individual, and internal equity considerations."
Clinical Research Assistant - Grant Funded,Scripps Health,"11025 N Torrey Pines Rd, La Jolla, CA 92037",$24.12 - $35.35 por hora,Full-time,"Scripps Health Administrative Services supports our five hospitals and 19 outpatient facilities, which treat half a million patients annually through 2,600 affiliated physicians.
This is a full time, partial remote position located at La Jolla. This is a grant funded role through 5/31/25.
At Scripps Health, you will experience the pride, support, and respect of an organization that has been repeatedly recognized as one of the nation’s Top 100 Places to Work.
You’ll be surrounded by people committed to making a difference in the lives of their patients and their teammates. So, if you’re open to change, go ahead and unlock your potential.
Scripps Health is committed to providing the best possible patient care, and research is a critical part of that mission. In addition to bringing the latest treatments to our patients, the knowledge gained from these research studies advances the quality of care for people around the world. The Clinical Research Services team is responsible for feasibility and research coordination for all clinical trials across all specialties. Our research team is growing and we are excited to be part of progressive clinical trials that will contribute and assist our patients in living their best lives.
This position is ideal for someone who is a fast learner, interested in research and experienced with patient care. The responsibilities of the Research Assistant - Clinical include:
Help coordinate multiple aspects of clinical trials and other human research ensuring compliance with research protocol and IRB requirements.
Manage regulatory documents and data submission, assist with IRB submissions, responsible for keeping internal data tracking systems up to date.
Provide superior service to principal investigators and research sponsors within scope of responsibilities.
Required Qualifications:
1 Year in health care setting OR Allied Health professional degree.
Advanced written, oral and interpersonal communication skills.
Strong prioritization, organizational, and problem solving skills.
Strong motivator/communicator in a compact clinical team working with aggressive timelines.
Strong computer skills with Microsoft Office software.
BLS through American Heart Association.
Preferred Qualifications:
BS/BA.
Proficiency in medical terminology.
Research experience.
Scripps Health is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex (including pregnancy, sexual orientation, or gender identity/expression), age, marital status, status as a protected veteran, among other things, or status as a qualified individual with disability.
Position Pay Range: $24.12-$35.35/hour"
